EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,loss_ent,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss
1000.0,-21.60209129529908,2,2586,7055.193379878998,2586000,0.9491845741868019,-2.5619805,0.033837993,0.0,0.006579307,0.020787444
1000.0,-21.232484758312744,2,2588,7060.79211306572,2588000,0.7419168949127197,-2.5463254,0.011634437,0.0,-0.011321505,0.005204029
1000.0,-20.87268548269826,2,2590,7066.388161420822,2590000,0.9828367084264755,-2.545708,0.01302116,0.0,-0.0066455966,0.004753138
1000.0,-20.936726862779636,2,2592,7071.941474437714,2592000,0.9627281725406647,-2.5465157,0.02802396,0.0,-0.00052947574,0.013286131
1000.0,-20.32246363916518,2,2594,7077.518151044846,2594000,0.7009689211845398,-2.557734,0.0072047636,0.0,-0.0103456285,0.0033845066
1000.0,-19.90328554818328,2,2596,7083.010366439819,2596000,0.9567125923931599,-2.5720723,0.011112109,0.0,-0.008006332,0.003533714
1000.0,-19.955766508379746,2,2598,7088.658975124359,2598000,0.9305780306458473,-2.5772579,0.03410259,0.0,0.00448038,0.007566669
1000.0,-20.185260870738773,2,2600,7094.214521884918,2600000,0.954492449760437,-2.5879357,0.030901743,0.0,0.0049063815,0.01760355
1000.0,-20.058810179133328,3,2603,7100.006203174591,2603000,0.9387787282466888,-2.6092808,0.015899135,0.0,-0.008149847,0.010758428
1000.0,-20.01382533885088,2,2605,7105.612125635147,2605000,0.9014299884438515,-2.624542,0.013636877,0.0,-0.012161873,0.0061821477
1000.0,-19.577575367423492,2,2607,7111.1276252269745,2607000,0.9857928911224008,-2.646764,0.023275666,0.0,-0.0035114093,0.005255467
1000.0,-19.553188146237,2,2609,7116.694633483887,2609000,0.9281222820281982,-2.650315,0.0147250565,0.0,-0.007171745,0.02030725
1000.0,-19.424472799957964,2,2611,7122.306436300278,2611000,0.9218803942203522,-2.675008,0.0375075,0.0,-0.0027946176,0.011968005
1000.0,-19.568548601159485,2,2613,7127.716618299484,2613000,0.9641399867832661,-2.6727087,0.03390713,0.0,0.005826032,0.026485024
1000.0,-19.802872704218835,2,2615,7133.263964414597,2615000,0.9619625918567181,-2.6532662,0.024454875,0.0,-0.00071036,0.02459726
1000.0,-19.83739113938999,2,2617,7138.807075977325,2617000,0.9246666356921196,-2.641968,0.030902863,0.0,0.011661102,0.012661914
1000.0,-19.686166398365074,2,2619,7144.405393123627,2619000,0.9897156460210681,-2.6692984,0.0217379,0.0,-0.014807472,0.009612926
1000.0,-19.992305430183354,2,2621,7149.96025967598,2621000,0.9682411104440689,-2.672661,0.048207443,0.0,0.008370614,0.027342446
1000.0,-19.866585652320666,2,2623,7155.554166555405,2623000,0.9122439622879028,-2.6789958,0.012675492,0.0,-0.004932373,0.008330098
1000.0,-19.82686229722132,2,2625,7161.1475377082825,2625000,0.9007029458880424,-2.6932151,0.027448107,0.0,-0.0027698295,0.006635206
1000.0,-19.741440294644264,2,2627,7166.718721866608,2627000,0.906592421233654,-2.6958005,0.010665958,0.0,-0.008887665,0.006413402
1000.0,-19.95219752416346,2,2629,7172.355673313141,2629000,0.9628698974847794,-2.7083442,0.018892784,0.0,-0.0019592096,0.018925132
1000.0,-20.006660933444742,2,2631,7177.8762130737305,2631000,0.6787666976451874,-2.7398453,0.02241626,0.0,0.0071599362,0.006714938
1000.0,-19.83347191655034,2,2633,7183.35315823555,2633000,0.9103885516524315,-2.727173,0.032755543,0.0,-0.0026049975,0.0070817866
1000.0,-19.8249469788992,2,2635,7188.905644416809,2635000,0.9380615763366222,-2.726601,0.03913967,0.0,0.018538645,0.01261636
1000.0,-19.629492193274668,2,2637,7194.378630399704,2637000,0.8688918054103851,-2.7449877,0.013103062,0.0,-0.010867104,0.010059378
1000.0,-19.856471433681918,2,2639,7199.9633729457855,2639000,0.838202953338623,-2.7535026,0.022762608,0.0,0.0087706,0.023836063
1000.0,-19.758316094317692,2,2641,7205.49871134758,2641000,0.8857192397117615,-2.7466056,0.019127678,0.0,-0.0011642335,0.013947747
1000.0,-19.63771046725424,2,2643,7211.010423183441,2643000,0.946704588830471,-2.745628,0.022054458,0.0,-0.0003431351,0.015059924
1000.0,-19.61652708947814,3,2646,7216.762209892273,2646000,0.9127906039357185,-2.7332146,0.06091976,0.0,0.012314871,0.0062776017
1000.0,-19.975184747586866,2,2648,7222.245788812637,2648000,0.9734725672751665,-2.7170284,0.039971754,0.0,0.014067739,0.03259679
1000.0,-19.805358769938156,2,2650,7227.859140396118,2650000,0.68076953291893,-2.702324,0.015060836,0.0,-0.0069015576,0.007697109
1000.0,-19.888251569530954,2,2652,7233.3989198207855,2652000,0.9780755452811718,-2.72138,0.011330419,0.0,-0.012646392,0.006289348
1000.0,-19.987074425513548,2,2654,7238.914684534073,2654000,0.9259416088461876,-2.7218015,0.016872568,0.0,0.0052020187,0.018401667
1000.0,-19.850620964935505,2,2656,7244.557394742966,2656000,0.9671931453049183,-2.7237113,0.015479255,0.0,-0.0035814645,0.0057480205
1000.0,-19.913384153721434,2,2658,7250.15328001976,2658000,0.8633077889680862,-2.7264001,0.037073486,0.0,0.002739984,0.01810062
1000.0,-19.61903569873227,2,2660,7255.753812789917,2660000,0.938177689909935,-2.7531354,0.015670987,0.0,0.0024983909,0.008089448
1000.0,-19.704515402909998,2,2662,7261.3112626075745,2662000,0.9112307280302048,-2.7293465,0.02191965,0.0,0.0002091697,0.016663002
1000.0,-19.68704346418823,2,2664,7266.912217140198,2664000,0.92897679656744,-2.7245262,0.044230428,0.0,0.012767756,0.011829215
1000.0,-19.790270022603753,2,2666,7272.377484321594,2666000,0.9011072814464569,-2.7013476,0.026009524,0.0,0.0046865055,0.023276577
1000.0,-19.651880404902865,2,2668,7277.872444152832,2668000,0.8946487680077553,-2.7056303,0.025585864,0.0,0.012341083,0.014883242
1000.0,-19.414273175778682,2,2670,7283.439344167709,2670000,0.9767223112285137,-2.7159421,0.02722697,0.0,-0.007737688,0.01159168
1000.0,-19.381584720461483,2,2672,7289.044164896011,2672000,0.9772355798631907,-2.7252705,0.018817425,0.0,0.00093231583,0.01526946
1000.0,-19.546392352553834,2,2674,7294.600443601608,2674000,0.8680597990751266,-2.7144783,0.019552773,0.0,2.602674e-05,0.021171223
1000.0,-19.372240180178135,2,2676,7300.1789174079895,2676000,0.9054957702755928,-2.709452,0.022767982,0.0,-0.0024581188,0.010994837
1000.0,-19.239096713564447,2,2678,7305.748202800751,2678000,0.951103113591671,-2.7084837,0.0209385,0.0,-0.0039422438,0.0116859935
1000.0,-19.33616040939026,2,2680,7311.355904817581,2680000,0.9344566762447357,-2.6994326,0.025510585,0.0,-0.0013767239,0.023062136
1000.0,-19.072033730027176,2,2682,7316.962426185608,2682000,0.8418899923563004,-2.7054014,0.022313716,0.0,0.0008335614,0.009525985
1000.0,-19.014050568878147,2,2684,7322.473783731461,2684000,0.9085433334112167,-2.6986568,0.011822017,0.0,-0.011908235,0.0075169373
1000.0,-18.859954905637984,2,2686,7328.03847193718,2686000,0.9022989869117737,-2.7051766,0.013983778,0.0,-0.0054287654,0.010784303
1000.0,-18.977901240926734,3,2689,7333.907075643539,2689000,0.8341316431760788,-2.7038546,0.01808646,0.0,-0.00562602,0.009883951
1000.0,-19.039134393694965,2,2691,7339.4974892139435,2691000,0.9713377747684717,-2.7005208,0.025396038,0.0,0.0043973876,0.007854117
1000.0,-19.02931330376797,2,2693,7345.028387784958,2693000,0.9392695464193821,-2.720535,0.017188452,0.0,-0.002953894,0.0114356745
1000.0,-19.115850844272725,2,2695,7350.589919567108,2695000,0.9595879875123501,-2.718003,0.009736063,0.0,-0.012151966,0.005375255
1000.0,-19.288719985550987,2,2697,7356.148620605469,2697000,0.7889187037944794,-2.7101514,0.035264205,0.0,0.017957067,0.020211447
1000.0,-19.137896643044595,2,2699,7361.685385227203,2699000,0.851196363568306,-2.7231653,0.015245734,0.0,-0.0005908397,0.007954865
1000.0,-18.915803367910218,2,2701,7367.33623957634,2701000,0.9651429690420628,-2.7253573,0.021229848,0.0,-0.0066293227,0.009937315
1000.0,-18.881326000231574,2,2703,7372.874317646027,2703000,0.8871079459786415,-2.732475,0.031056184,0.0,0.014711686,0.004963925
1000.0,-18.68805713656649,2,2705,7378.398136615753,2705000,0.9331774488091469,-2.747546,0.015763052,0.0,8.927169e-05,0.0033543762
1000.0,-18.913679393899173,2,2707,7383.978846788406,2707000,0.935516431927681,-2.7515538,0.03486162,0.0,-0.0008245348,0.010064702
1000.0,-18.640568154003997,2,2709,7389.5343182086945,2709000,0.9848841903731227,-2.7705867,0.038485136,0.0,0.007430886,0.008272216
1000.0,-18.74491941572972,2,2711,7395.100056648254,2711000,0.917876310646534,-2.752907,0.025204634,0.0,-0.0060199955,0.018690933
1000.0,-18.61279608946551,2,2713,7400.737725734711,2713000,0.9489857703447342,-2.7379024,0.02562054,0.0,0.0062526623,0.02081447
1000.0,-18.512032179781297,2,2715,7406.2788944244385,2715000,0.9577011242508888,-2.7358954,0.013617115,0.0,-0.0026582498,0.013024164
1000.0,-18.58303052813917,2,2717,7411.715037584305,2717000,0.8628647178411484,-2.7350929,0.03303787,0.0,0.00637684,0.01953796
1000.0,-18.65362631664928,2,2719,7417.155810594559,2719000,0.8820298984646797,-2.7161028,0.01700402,0.0,-0.0022657737,0.0074970564
1000.0,-18.35419051961133,2,2721,7422.709049463272,2721000,0.983856339007616,-2.704336,0.028116405,0.0,0.0013906045,0.012560907
1000.0,-18.628276215159282,2,2723,7428.2452647686005,2723000,0.8981352895498276,-2.73333,0.01519629,0.0,-0.0077112783,0.030827269
1000.0,-18.53739767776484,2,2725,7433.825323104858,2725000,0.8769242763519287,-2.7391613,0.013469755,0.0,-0.005731477,0.0040165414
1000.0,-18.716508246198146,2,2727,7439.381623268127,2727000,0.9044615551829338,-2.740153,0.012213509,0.0,-0.0065003093,0.009411122
1000.0,-18.544242347409476,2,2729,7444.953397512436,2729000,0.9037689790129662,-2.7515233,0.009128923,0.0,-0.011885915,0.006045114
1000.0,-18.71248755221954,3,2732,7450.755304813385,2732000,0.9414218962192535,-2.7405622,0.021056628,0.0,0.0009624972,0.010182011
1000.0,-18.71420357861483,2,2734,7456.329751729965,2734000,0.8807009309530258,-2.7263405,0.006172287,0.0,-0.011362453,0.008932656
1000.0,-18.582516924846544,2,2736,7461.962030172348,2736000,0.9598354697227478,-2.7442627,0.023047265,0.0,-0.004678628,0.009891241
1000.0,-18.67289221573311,2,2738,7467.55230307579,2738000,0.9724561776965857,-2.7385108,0.014105147,0.0,-0.004665415,0.010368654
1000.0,-18.462303294007675,2,2740,7473.069390296936,2740000,0.9603248834609985,-2.7654088,0.036883324,0.0,0.00181946,0.013436945
1000.0,-18.35896866709706,2,2742,7478.539232254028,2742000,0.7773241698741913,-2.774,0.022954678,0.0,-0.00055949786,0.005858369
1000.0,-18.109156094201925,2,2744,7484.129199028015,2744000,0.9853470483794808,-2.7859952,0.021671366,0.0,-0.009592867,0.0046228277
1000.0,-18.492375723565402,2,2746,7489.641190290451,2746000,0.9405962228775024,-2.779844,0.071609065,0.0,0.025039077,0.01964779
1000.0,-18.299625685033433,2,2748,7495.159781932831,2748000,0.9829448163509369,-2.7804573,0.023199013,0.0,0.0067883856,0.010692101
1000.0,-18.545648469772328,2,2750,7500.687550544739,2750000,0.9495229609310627,-2.783643,0.036615867,0.0,-0.0015335444,0.028126722
1000.0,-18.50314083214097,2,2752,7506.230655193329,2752000,0.9677196219563484,-2.780411,0.017156202,0.0,-0.004467259,0.005451216
1000.0,-18.496642995816718,2,2754,7511.74693608284,2754000,0.865140825510025,-2.7717998,0.013324248,0.0,-0.004774056,0.020984288
1000.0,-18.611740740301613,2,2756,7517.308029174805,2756000,0.9470223486423492,-2.8034208,0.015700089,0.0,0.0013822764,0.017009646
1000.0,-18.534337410912862,2,2758,7522.8886296749115,2758000,0.9492969177663326,-2.7921164,0.016956642,0.0,0.0007650964,0.011963639
1000.0,-18.608345865086452,2,2760,7528.546811342239,2760000,0.9240658655762672,-2.8308053,0.008154594,0.0,-0.012095636,0.014581884
1000.0,-18.57013776554752,2,2762,7534.00993013382,2762000,0.9740647468715906,-2.8307877,0.031758286,0.0,0.0029851894,0.0120879505
1000.0,-18.48357402902332,2,2764,7539.692268848419,2764000,0.9098569825291634,-2.8508556,0.019312235,0.0,-0.004366409,0.012443012
1000.0,-18.357244157658716,2,2766,7545.287087678909,2766000,0.8291381895542145,-2.865537,0.03237617,0.0,0.008617799,0.014157264
1000.0,-18.29732346460597,2,2768,7550.851768493652,2768000,0.9881306206807494,-2.886925,0.015866393,0.0,0.0036729013,0.012176206
1000.0,-18.622082287789173,2,2770,7556.477698087692,2770000,0.9357897862792015,-2.879357,0.060638934,0.0,0.010371249,0.027402116
1000.0,-18.4714813701358,2,2772,7562.093617200851,2772000,0.8897353410720825,-2.8643563,0.026228081,0.0,0.0001842929,0.006796653
1000.0,-18.41064761141433,3,2775,7567.853159666061,2775000,0.9604384191334248,-2.837166,0.02522067,0.0,-0.00611435,0.01360115
1000.0,-18.585224654888208,2,2777,7573.471119880676,2777000,0.9379437193274498,-2.820783,0.022499535,0.0,0.004075663,0.015288417
1000.0,-18.458456603913454,2,2779,7579.05875825882,2779000,0.9779385291039944,-2.8086698,0.008280466,0.0,-0.00605255,0.0053556794
1000.0,-18.304533288705343,2,2781,7584.567932367325,2781000,0.9210700616240501,-2.7977958,0.017244289,0.0,-0.0073245773,0.012739839
1000.0,-18.429540900086685,2,2783,7590.107984542847,2783000,0.5779840052127838,-2.8175533,0.012712732,0.0,-0.0045317253,0.008637447
1000.0,-18.286266613780334,2,2785,7595.687158346176,2785000,0.9853087347000837,-2.8192823,0.010428651,0.0,-0.009677304,0.0025039068
1000.0,-18.418783589622254,2,2787,7601.269207239151,2787000,0.9587555415928364,-2.8449023,0.015750768,0.0,-0.005951263,0.009971187
1000.0,-18.584434184513693,2,2789,7606.850538253784,2789000,0.9369021058082581,-2.8624902,0.028209161,0.0,0.010187166,0.009526862
1000.0,-18.502629414786693,2,2791,7612.282557964325,2791000,0.9426690675318241,-2.8499734,0.017525446,0.0,-1.0548043e-05,0.0062161945
1000.0,-18.50928749113935,2,2793,7617.807591676712,2793000,0.9573728926479816,-2.8643923,0.019402158,0.0,-0.0015373966,0.012148807
1000.0,-18.650011535621992,2,2795,7623.389795780182,2795000,0.9473987072706223,-2.8544319,0.017097186,0.0,-0.0016940739,0.009629371
1000.0,-18.375606542894996,2,2797,7629.012734889984,2797000,0.9786041993647814,-2.8521826,0.024913145,0.0,-0.008249529,0.0067416453
1000.0,-18.52998661428619,2,2799,7634.594921588898,2799000,0.9409370347857475,-2.860586,0.017244719,0.0,-0.0026551862,0.011628974
1000.0,-18.37625260452187,2,2801,7640.17697930336,2801000,0.9040659591555595,-2.855695,0.01588223,0.0,0.00017989287,0.0022115617
1000.0,-18.630226144149553,2,2803,7645.666128873825,2803000,0.9739350695163012,-2.8746865,0.044651847,0.0,0.0059703183,0.01702866
1000.0,-18.860757061748068,2,2805,7651.186812639236,2805000,0.9745179582387209,-2.8570528,0.0124981655,0.0,-0.007999671,0.0140319215
1000.0,-18.749734467656307,2,2807,7656.743479013443,2807000,0.9320632070302963,-2.874664,0.010397601,0.0,-0.003899096,0.007319903
1000.0,-18.914742647604857,2,2809,7662.294153690338,2809000,0.9380014017224312,-2.888537,0.019821178,0.0,0.0016225821,0.01149433
1000.0,-18.922933829710747,2,2811,7667.866846323013,2811000,0.9484547041356564,-2.9136422,0.039516978,0.0,0.0021924167,0.016941043
1000.0,-18.763119773247507,2,2813,7673.423981189728,2813000,0.9756473749876022,-2.9135537,0.020884609,0.0,-0.0029876204,0.010963128
1000.0,-18.439608922921998,3,2816,7679.212441921234,2816000,0.8794727399945259,-2.8964617,0.029624647,0.0,-0.0028341447,0.00604713
1000.0,-18.523954305847145,2,2818,7684.71472287178,2818000,0.982080478221178,-2.905564,0.01590641,0.0,-0.00285215,0.012737208
1000.0,-18.478022782390113,2,2820,7690.262518644333,2820000,0.980344058945775,-2.8938544,0.015664352,0.0,-0.0073679537,0.004123939
1000.0,-18.28858322146385,2,2822,7695.849574804306,2822000,0.9490515664219856,-2.8663995,0.020807188,0.0,-0.0023293057,0.009327099
1000.0,-18.359629245280157,2,2824,7701.312598228455,2824000,0.9234337210655212,-2.9112983,0.47485355,0.0,-0.022488546,0.00514234
1000.0,-18.33084727311296,2,2826,7706.885524511337,2826000,0.9242702648043633,-2.931976,0.022250665,0.0,-0.003317589,0.010230616
1000.0,-18.250377625037128,2,2828,7712.362048864365,2828000,0.9082969129085541,-2.949601,0.014865495,0.0,-0.006225741,0.0027604278
1000.0,-18.05008021412453,2,2830,7717.959623098373,2830000,0.9448802843689919,-2.9441242,0.027202668,0.0,0.013922175,0.0026582289
1000.0,-18.186319012255776,2,2832,7723.555757284164,2832000,0.8952123373746872,-2.946144,0.036478467,0.0,0.016812466,0.009881319
1000.0,-18.187708190613673,2,2834,7729.120240688324,2834000,0.9877780117094517,-2.9443917,0.0147375865,0.0,-0.010672964,0.0071496367
1000.0,-18.268733045733413,2,2836,7734.728355646133,2836000,0.9546518363058567,-2.96679,0.018430019,0.0,-1.574494e-05,0.010237232
1000.0,-18.11214706635034,2,2838,7740.283533811569,2838000,0.9940032702870667,-2.9712775,0.027161036,0.0,-0.008010082,0.0054500434
1000.0,-18.298529520514183,2,2840,7745.919850111008,2840000,0.9427070841193199,-2.9825687,0.04264623,0.0,0.018763553,0.01736729
1000.0,-18.19359266980756,2,2842,7751.447245836258,2842000,0.8360222280025482,-2.9933805,0.015594451,0.0,-0.008488035,0.0041478383
1000.0,-18.347723911559598,2,2844,7757.018995761871,2844000,0.9709251970052719,-3.0162408,0.03406519,0.0,-0.009761449,0.0104398085
1000.0,-18.0029737460847,2,2846,7762.602702856064,2846000,0.928328163921833,-3.0395203,0.020204196,0.0,-0.013602584,0.007843546
1000.0,-18.00604018913405,2,2848,7768.082554101944,2848000,0.9507631994783878,-3.0131888,0.024295013,0.0,0.003103742,0.014853465
1000.0,-17.809329516227272,2,2850,7773.59593129158,2850000,0.9127919226884842,-3.045896,0.017051384,0.0,-0.00020682858,0.011051746
1000.0,-17.713051329084436,2,2852,7779.178284645081,2852000,0.9752787165343761,-3.0416863,0.040657386,0.0,-0.0053544454,0.0043735188
1000.0,-17.700038539997216,2,2854,7784.759227275848,2854000,0.9542312696576118,-3.0636818,0.014771805,0.0,-0.005647737,0.018737596
1000.0,-17.789081609068276,2,2856,7790.371671676636,2856000,0.9371589422225952,-3.0523663,0.01599247,0.0,-0.00013933773,0.009349226
1000.0,-17.778705052847407,3,2859,7796.130612611771,2859000,0.9257603213191032,-3.0531242,0.026784232,0.0,0.0027854326,0.01336291
1000.0,-17.892790357575745,2,2861,7801.716310501099,2861000,0.9780061226338148,-3.0463352,0.011023666,0.0,-0.007602576,0.015328494
1000.0,-17.79833658727359,2,2863,7807.260931968689,2863000,0.8796899020671844,-3.0200722,0.04127935,0.0,0.0038764311,0.012571974
1000.0,-17.913309840968765,2,2865,7812.738981723785,2865000,0.9603493474423885,-3.0185294,0.016504394,0.0,-0.0024597053,0.01541741
1000.0,-18.132360292790942,2,2867,7818.212423801422,2867000,0.921991229057312,-3.027932,0.017494168,0.0,-0.0011550789,0.031701498
1000.0,-17.93668185384144,2,2869,7823.673633813858,2869000,0.9563180431723595,-3.0212584,0.01576345,0.0,-0.014206998,0.008104103
1000.0,-17.86087465717752,2,2871,7829.233128070831,2871000,0.9715140499174595,-3.0180001,0.019431923,0.0,-0.0018999693,0.006074689
1000.0,-17.830073026823335,2,2873,7834.789028644562,2873000,0.8779743313789368,-3.0392938,0.01520166,0.0,-0.006927002,0.0126143
1000.0,-17.81825902415013,2,2875,7840.319779872894,2875000,0.9342848286032677,-3.0571144,0.027018914,0.0,0.006427041,0.0130344825
1000.0,-17.69964923303763,2,2877,7845.892785549164,2877000,0.96154660359025,-3.070092,0.011241523,0.0,-0.0059405025,0.014486832
1000.0,-17.537132456113856,2,2879,7851.549141168594,2879000,0.9913453804329038,-3.0719123,0.017691098,0.0,-0.009331349,0.0029238611
1000.0,-17.51691012794995,2,2881,7857.184689760208,2881000,0.8838060051202774,-3.0716114,0.030635301,0.0,0.01385615,0.011952377
1000.0,-17.396549045606196,2,2883,7862.702477931976,2883000,0.9556323140859604,-3.0659542,0.021942213,0.0,0.00568086,0.00765506
1000.0,-17.520745695229024,2,2885,7868.229091882706,2885000,0.9075086042284966,-3.044685,0.012760014,0.0,-0.0070740716,0.006721378
1000.0,-17.500404910049454,2,2887,7873.811982154846,2887000,0.900993324816227,-3.0498116,0.0193845,0.0,0.0019929283,0.01187898
1000.0,-17.45745839967453,2,2889,7879.3994879722595,2889000,0.9497899562120438,-3.0583365,0.008623267,0.0,-0.008466726,0.014487798
1000.0,-17.57008747174063,2,2891,7884.936187744141,2891000,0.9495057873427868,-3.0650616,0.029059317,0.0,-0.004483129,0.014484091
1000.0,-17.494024058356665,2,2893,7890.473620891571,2893000,0.9296280443668365,-3.0709693,0.015920797,0.0,-0.005838854,0.009182576
1000.0,-17.557556635078672,2,2895,7896.089533090591,2895000,0.9198497235774994,-3.0665,0.037033617,0.0,0.008034483,0.014629349
1000.0,-17.645764218197677,2,2897,7901.656751394272,2897000,0.9608296379446983,-3.056908,0.016565746,0.0,-0.005994198,0.00826446
1000.0,-17.56219320284263,2,2899,7907.228969335556,2899000,0.8809487894177437,-3.0551324,0.020019453,0.0,-0.000932642,0.010263017
1000.0,-17.93390128984414,3,2902,7913.026639223099,2902000,0.8386695384979248,-3.0725548,0.016131954,0.0,-0.0030768597,0.017097108
1000.0,-17.968204307612826,2,2904,7918.456214427948,2904000,0.9207354187965393,-3.0677361,0.048227604,0.0,0.006039724,0.021432051
1000.0,-17.840191456123712,2,2906,7924.0164387226105,2906000,0.9717902075499296,-3.0636725,0.01209388,0.0,-0.005367564,0.00517335
1000.0,-17.7499322663393,2,2908,7929.562061786652,2908000,0.9697151947766542,-3.0588205,0.025575584,0.0,0.0029462734,0.011648171
1000.0,-17.752650980247736,2,2910,7935.093564271927,2910000,0.9373094215989113,-3.0371227,0.050687876,0.0,0.020423362,0.014582753
1000.0,-17.765929459997388,2,2912,7940.632177114487,2912000,0.9515914246439934,-3.0400307,0.008706136,0.0,-0.006478441,0.013169511
1000.0,-17.78778923185611,2,2914,7946.2023112773895,2914000,0.9068466201424599,-3.0550818,0.03190088,0.0,0.012402965,0.0085010035
1000.0,-17.882016121316955,2,2916,7951.826904296875,2916000,0.9239458665251732,-3.0464153,0.016174793,0.0,0.0036446343,0.01344436
1000.0,-17.97859208616474,2,2918,7957.468931436539,2918000,0.9119130373001099,-3.0426257,0.022373077,0.0,0.0033066329,0.02036626
1000.0,-18.09054112271697,2,2920,7962.9463312625885,2920000,0.9246184378862381,-3.0617454,0.012375793,0.0,-0.008821789,0.012806243
1000.0,-17.97177212055154,2,2922,7968.517173528671,2922000,0.9661948755383492,-3.0465796,0.02264513,0.0,-0.011412557,0.009653345
1000.0,-18.142699027464,2,2924,7974.157982349396,2924000,0.815027117729187,-3.0519416,0.020901531,0.0,0.002719488,0.020788975
1000.0,-18.235777494807042,2,2926,7979.759575366974,2926000,0.863022193312645,-3.0357058,0.028871618,0.0,0.010839633,0.018820934
1000.0,-18.353422543541402,2,2928,7985.363704442978,2928000,0.9599018134176731,-3.0473146,0.008484636,0.0,-0.0069856565,0.010725579
1000.0,-18.628676276638508,2,2930,7990.973459482193,2930000,0.8969665020704269,-3.0307767,0.01841937,0.0,-0.00085409917,0.013619576
1000.0,-18.611479483650143,2,2932,7996.5614557266235,2932000,0.977131649851799,-3.005308,0.013210325,0.0,-0.0050686416,0.018435145
1000.0,-18.818078812106606,2,2934,8002.105275154114,2934000,0.9475630149245262,-2.9739006,0.032538928,0.0,0.0066084694,0.030615827
1000.0,-18.857161132653033,2,2936,8007.679728507996,2936000,0.8416164964437485,-2.9660397,0.01264403,0.0,-0.007813411,0.01766928
1000.0,-19.087911659222236,2,2938,8013.248679161072,2938000,0.9109541699290276,-2.9832025,0.030275853,0.0,0.011562611,0.016921742
1000.0,-18.95874338769899,2,2940,8018.781533718109,2940000,0.939846146851778,-2.9674227,0.041029878,0.0,1.4399411e-05,0.017703727
1000.0,-19.37419827403228,2,2942,8024.293399333954,2942000,0.8940410241484642,-2.9787974,0.035973717,0.0,0.009192919,0.02527451
1000.0,-19.489803196663715,3,2945,8030.0141768455505,2945000,0.961463525891304,-2.972732,0.043003563,0.0,0.007430311,0.010102969
1000.0,-19.474526483083697,2,2947,8035.453031301498,2947000,0.9589249342679977,-2.9803612,0.025055656,0.0,0.0031840927,0.0133629255
1000.0,-19.417265774687976,2,2949,8041.091767072678,2949000,0.9738595131784678,-2.9881818,0.024189483,0.0,0.0014914074,0.0075704684
1000.0,-19.43050623757889,2,2951,8046.59997677803,2951000,0.9654834792017937,-3.0019448,0.07311747,0.0,0.022316085,0.0070931674
1000.0,-19.416015955772185,2,2953,8052.225925445557,2953000,0.980669105425477,-2.9946978,0.011789925,0.0,-0.0052047684,0.0047197095
1000.0,-19.398895051940723,2,2955,8057.857524871826,2955000,0.9525751248002052,-2.9826941,0.02309456,0.0,0.00075151236,0.013060606
1000.0,-19.48938772070601,2,2957,8063.407715559006,2957000,0.8425977528095245,-2.9688027,0.015980722,0.0,-0.0014143558,0.019342322
1000.0,-19.438395991826948,2,2959,8068.959896564484,2959000,0.98102025128901,-2.9661262,0.034670435,0.0,0.011105892,0.008764442
1000.0,-19.519758903388638,2,2961,8074.54617190361,2961000,0.9136183112859726,-2.957192,0.01826663,0.0,-0.0046560364,0.02439987
1000.0,-19.495496758308388,2,2963,8080.162006855011,2963000,0.9115705415606499,-2.9608,0.007521839,0.0,-0.007821461,0.0074635474
1000.0,-19.29192117760692,2,2965,8085.6857986450195,2965000,0.9453419633209705,-2.9571006,0.020657182,0.0,-0.003613743,0.009876518
1000.0,-19.015161861849684,2,2967,8091.2065443992615,2967000,0.8056907504796982,-2.9790728,0.01605234,0.0,-0.004174865,0.008529646
1000.0,-19.099643085838192,2,2969,8096.734084606171,2969000,0.9330627843737602,-2.980265,0.022259397,0.0,-0.0009773951,0.011301452
1000.0,-19.033552953619992,2,2971,8102.248446941376,2971000,0.9737685117870569,-2.9831824,0.035762794,0.0,1.9374536e-05,0.0065966495
1000.0,-19.079528397146326,2,2973,8107.862793207169,2973000,0.7317538261413574,-2.9790192,0.019578164,0.0,0.0006159395,0.014980862
1000.0,-18.897643403336005,2,2975,8113.410709619522,2975000,0.9339238628745079,-2.9833605,0.008999865,0.0,-0.012540018,0.0067807576
1000.0,-18.853694274336064,2,2977,8119.035831689835,2977000,0.9288895800709724,-2.9792092,0.027970087,0.0,-0.0008042052,0.011824531
1000.0,-19.143686151900393,2,2979,8124.563567399979,2979000,0.9734027292579412,-2.9788978,0.027778856,0.0,0.0055010514,0.010335971
1000.0,-19.356708431953326,2,2981,8130.1488716602325,2981000,0.9614417999982834,-3.0076165,0.06676492,0.0,-0.003095691,0.021705104
1000.0,-19.359513963742078,2,2983,8135.708322286606,2983000,0.9410483650863171,-3.012336,0.01477295,0.0,0.00014349492,0.008755736
1000.0,-19.429388741088758,2,2985,8141.271042585373,2985000,0.9378370121121407,-3.0159523,0.062475298,0.0,0.019174721,0.014954935
1000.0,-19.53077367180461,3,2988,8147.077436208725,2988000,0.8579220324754715,-3.0213141,0.009062964,0.0,-0.009839971,0.011523264
1000.0,-19.30525030307837,2,2990,8152.673487901688,2990000,0.9548071511089802,-3.0235653,0.015565467,0.0,-0.0022009886,0.006846413
